No.,Class,SMILES,pIC50,Y-Label,MW,RBN,nCIC,nHDon,nHAcc,ALogP,TPSA,Qm,Energy,Dipole moment,HOMO,LUMO,HOMO-LUMO gap,Article Title,Reference,fp,desc,MW,ExactMolWt,LogP,HBA,HBD,TPSA,AromaticRings,RotatableBonds,HeavyAtoms,QED,FractionCSP3,RingCount,pIC50_pred,IC50_pred_nM
1044,Non-Steroid,ClC1=CC=C(Cl)C=C1C(N2C=CN=C2)C3=CC4=C(Cl)C=CC=C4O3,8.122766797756467,Active,377.66,3,4,0,2,5.707,30.96,0.173839057,-2257.831238,4.493,-0.22736,-0.0454,0.18196,Substituted 1-[benzofuran-2-yl)-phenylmethyl]-imidazoles as potent inhibitors of aromatase in vitro and in female rats in vivo,J Steroid Biochem Mol Biol. 1993;44(4-6):675-14,[0 1 0 ... 0 0 0],"[377.6580000000002, 375.993696012, 6.227200000000003, 3, 0, 30.96, 4, 3, 24, 0.4236933496428428, 0.05555555555555555, 4]",377.6580000000002,375.993696012,6.227200000000003,3,0,30.96,4,3,24,0.4236933496428428,0.05555555555555555,4,8.149240472450428,7.091849776338896
1045,Non-Steroid,ClC1=C2C(OC(C(C3=CC=CC=C3)N4C=CN=C4)=C2)=CC=C1,8.125935624352545,Active,308.78,3,4,0,2,4.378,30.96,0.179391143,-1338.649201,3.9206,-0.22509,-0.04041,0.18468,Substituted 1-[benzofuran-2-yl)-phenylmethyl]-imidazoles as potent inhibitors of aromatase in vitro and in female rats in vivo,J Steroid Biochem Mol Biol. 1993;44(4-6):675-15,[0 1 0 ... 0 0 0],"[308.76800000000003, 308.07164071600005, 4.920400000000004, 3, 0, 30.96, 4, 3, 22, 0.5376058386893483, 0.05555555555555555, 4]",308.76800000000003,308.07164071600005,4.920400000000004,3,0,30.96,4,3,22,0.5376058386893483,0.05555555555555555,4,8.120774544314688,7.5722589236272
1046,Non-Steroid,ClC1=C2C(OC(C(C3=CC=CC=C3)N4C=CN=C4)=C2)=CC(Cl)=C1,8.129111081483499,Active,343.22,3,4,0,2,5.043,30.96,0.175084029,-1798.242357,3.4534,-0.22837,-0.05042,0.17795,Substituted 1-[benzofuran-2-yl)-phenylmethyl]-imidazoles as potent inhibitors of aromatase in vitro and in female rats in vivo,J Steroid Biochem Mol Biol. 1993;44(4-6):675-16,[0 1 0 ... 0 0 0],"[343.2130000000001, 342.032668364, 5.573800000000004, 3, 0, 30.96, 4, 3, 23, 0.48658188794233165, 0.05555555555555555, 4]",343.2130000000001,342.032668364,5.573800000000004,3,0,30.96,4,3,23,0.48658188794233165,0.05555555555555555,4,8.120774544314688,7.5722589236272
1047,Non-Steroid,CC1=C(C(C2=CC=CC=C2)N3C=CN=C3)OC4=CC=CC=C41,8.136146880327441,Active,288.37,3,4,0,2,4.2,30.96,0.182935368,-918.3705344,3.5026,-0.21635,-0.02426,0.19209,Substituted 1-[benzofuran-2-yl)-phenylmethyl]-imidazoles as potent inhibitors of aromatase in vitro and in female rats in vivo,J Steroid Biochem Mol Biol. 1993;44(4-6):675-17,[0 1 0 ... 0 0 0],"[288.35, 288.12626313199996, 4.575420000000003, 3, 0, 30.96, 4, 3, 22, 0.552421658203298, 0.10526315789473684, 4]",288.35,288.12626313199996,4.575420000000003,3,0,30.96,4,3,22,0.552421658203298,0.10526315789473684,4,8.14603718954712,7.144351448765189
1048,Non-Steroid,ClC1=C2C(OC(C(C3=CC=CC=C3Cl)N4C=CN=C4)=C2)=CC=C1,8.144321527641413,Active,343.22,3,4,0,2,5.043,30.96,0.177950943,-1798.234133,3.4827,-0.2223,-0.03886,0.18344,Substituted 1-[benzofuran-2-yl)-phenylmethyl]-imidazoles as potent inhibitors of aromatase in vitro and in female rats in vivo,J Steroid Biochem Mol Biol. 1993;44(4-6):675-18,[0 1 0 ... 0 0 0],"[343.213, 342.032668364, 5.573800000000004, 3, 0, 30.96, 4, 3, 23, 0.4865818879423317, 0.05555555555555555, 4]",343.213,342.032668364,5.573800000000004,3,0,30.96,4,3,23,0.4865818879423317,0.05555555555555555,4,8.118488097113229,7.612230018704606
1049,Non-Steroid,BrC1=C2C(OC(C(C3=CC=CC=C3)N4C=CN=C4)=C2)=CC=C1,8.14668438760424,Active,353.23,3,4,0,2,4.462,30.96,0.178118143,-3450.158858,3.9049,-0.22482,-0.04058,0.18424,Substituted 1-[benzofuran-2-yl)-phenylmethyl]-imidazoles as potent inhibitors of aromatase in vitro and in female rats in vivo,J Steroid Biochem Mol Biol. 1993;44(4-6):675-19,[0 1 0 ... 0 0 0],"[353.21900000000005, 352.0211251360001, 5.029500000000004, 3, 0, 30.96, 4, 3, 22, 0.517273196029932, 0.05555555555555555, 4]",353.21900000000005,352.0211251360001,5.029500000000004,3,0,30.96,4,3,22,0.517273196029932,0.05555555555555555,4,8.14636045085585,7.139035624620918
1050,Non-Steroid,CC1=C2C(OC(C(C3=CC=CC=C3Cl)N4C=CN=C4)=C2)=CC=C1,8.152602740004308,Active,322.81,3,4,0,2,4.864,30.96,0.187452474,-1377.956809,5.1414,-0.21439,-0.03345,0.18094,Substituted 1-[benzofuran-2-yl)-phenylmethyl]-imidazoles as potent inhibitors of aromatase in vitro and in female rats in vivo,J Steroid Biochem Mol Biol. 1993;44(4-6):675-20,[0 1 0 ... 0 0 0],"[322.795, 322.08729078000005, 5.228820000000003, 3, 0, 30.96, 4, 3, 23, 0.5169085037689121, 0.10526315789473684, 4]",322.795,322.08729078000005,5.228820000000003,3,0,30.96,4,3,23,0.5169085037689121,0.10526315789473684,4,8.129741533978194,7.417515559934792
1051,Non-Steroid,C12=CC=CC=C1C=C(C(C3=CC=C(C4=CC=CC=C4)C=C3)N5C=CN=C5)O2,8.179392383683968,Active,350.44,4,5,0,2,5.232,30.96,0.174608578,-1110.111083,4.1474,-0.22124,-0.03342,0.18782,Substituted 1-[benzofuran-2-yl)-phenylmethyl]-imidazoles as potent inhibitors of aromatase in vitro and in female rats in vivo,J Steroid Biochem Mol Biol. 1993;44(4-6):675-21,[0 1 0 ... 0 0 0],"[350.42100000000005, 350.141913196, 5.9340000000000055, 3, 0, 30.96, 5, 4, 27, 0.4018524341973117, 0.041666666666666664, 5]",350.42100000000005,350.141913196,5.9340000000000055,3,0,30.96,5,4,27,0.4018524341973117,0.041666666666666664,5,8.153738588515058,7.018776470259836
1055,Non-Steroid,FC1=CC=C(C(C2=CC=C(NC=C3)C3=C2)N4C=CN=C4)C=C1,8.120328258966454,Active,291.35,3,4,1,2,3.618,33.61,0.199062083,-958.4266027,5.7561,-0.21071,-0.02126,0.18945,Synthesis and biological evaluation of 5-[(aryl)(1H-imidazol-1-yl)methyl]-1H-indoles: potent and selective aromatase inhibitors,Bioorg Med Chem Lett. 2006;16(5):1134-7,[0 1 0 ... 0 0 0],"[291.329, 291.117175668, 4.141200000000003, 2, 1, 33.61, 4, 3, 22, 0.6044165911763298, 0.05555555555555555, 4]",291.329,291.117175668,4.141200000000003,2,1,33.61,4,3,22,0.6044165911763298,0.05555555555555555,4,8.128617686635126,7.436735123553121
1056,Non-Steroid,ClC1=CC=C(C(C2=CC=C(NC=C3)C3=C2)N4C=CN=C4)C=C1,8.107053870214415,Active,307.8,3,4,1,1,4.077,33.61,0.17898025,-1318.790188,6.5672,-0.21434,-0.0238,0.19054,Synthesis and biological evaluation of 5-[(aryl)(1H-imidazol-1-yl)methyl]-1H-indoles: potent and selective aromatase inhibitors,Bioorg Med Chem Lett. 2006;16(5):1134-8,[0 1 0 ... 0 0 0],"[307.78400000000005, 307.087625128, 4.6555000000000035, 2, 1, 33.61, 4, 3, 22, 0.5867612802233075, 0.05555555555555555, 4]",307.78400000000005,307.087625128,4.6555000000000035,2,1,33.61,4,3,22,0.5867612802233075,0.05555555555555555,4,8.106472131549507,7.825784211047262
1057,Non-Steroid,ClC1=CC=CC(C(C2=CC=C(NC=C3)C3=C2)N4C=CN=C4)=C1,8.123364031734539,Active,307.8,3,4,1,1,4.077,33.61,0.179072611,-1318.789017,4.9861,-0.21135,-0.02513,0.18622,Synthesis and biological evaluation of 5-[(aryl)(1H-imidazol-1-yl)methyl]-1H-indoles: potent and selective aromatase inhibitors,Bioorg Med Chem Lett. 2006;16(5):1134-9,[0 1 0 ... 0 0 0],"[307.78400000000005, 307.087625128, 4.6555000000000035, 2, 1, 33.61, 4, 3, 22, 0.5867612802233075, 0.05555555555555555, 4]",307.78400000000005,307.087625128,4.6555000000000035,2,1,33.61,4,3,22,0.5867612802233075,0.05555555555555555,4,8.111954391797278,7.727617337741295
1058,Non-Steroid,CN(C=C1)C(C1=C2)=CC=C2C(N3C=CN=C3)C4=CC=CC=C4,8.123024400628166,Active,287.39,3,4,0,1,3.618,22.75,0.175974949,-898.5057289,5.563,-0.20394,-0.01641,0.18753,Synthesis and biological evaluation of 5-[(aryl)(1H-imidazol-1-yl)methyl]-1H-indoles: potent and selective aromatase inhibitors,Bioorg Med Chem Lett. 2006;16(5):1134-10,[0 1 0 ... 0 0 0],"[287.36600000000004, 287.14224754400004, 4.012500000000003, 3, 0, 22.75, 4, 3, 22, 0.5579639195188316, 0.10526315789473684, 4]",287.36600000000004,287.14224754400004,4.012500000000003,3,0,22.75,4,3,22,0.5579639195188316,0.10526315789473684,4,8.144987099949423,7.161646824689465
1059,Non-Steroid,N#CC1=CC=C(C(C2=CC=C(NC=C3)C3=C2)N4C=CN=C4)C=C1,8.112695442895172,Active,298.37,3,4,1,2,3.291,57.4,0.197092243,-951.4360735,7.7462,-0.21726,-0.0578,0.15946,Synthesis and biological evaluation of 5-[(aryl)(1H-imidazol-1-yl)methyl]-1H-indoles: potent and selective aromatase inhibitors,Bioorg Med Chem Lett. 2006;16(5):1134-11,[0 1 0 ... 0 0 0],"[298.349, 298.121846448, 3.8737800000000018, 3, 1, 57.4, 4, 3, 23, 0.6238457241297181, 0.05263157894736842, 4]",298.349,298.121846448,3.8737800000000018,3,1,57.4,4,3,23,0.6238457241297181,0.05263157894736842,4,8.096562948281774,8.006395723738695
1060,Non-Steroid,COC1=CC=C(C(N2C=NC=N2)CC(C3=CC=CC=C3)O4)C4=C1,8.232556780695596,Inactive,307.38,3,4,0,4,2.869,49.17,0.199200975,-1010.831778,3.1341,-0.21433,-0.00545,0.20888,Synthesis and evaluation of 4-triazolylflavans as new aromatase inhibitors,Bioorg Med Chem Lett. 2004;14(20):5215-8,[0 0 0 ... 0 0 0],"[307.35300000000007, 307.132076784, 3.3999000000000024, 5, 0, 49.17, 3, 3, 23, 0.743897237770763, 0.2222222222222222, 4]",307.35300000000007,307.132076784,3.3999000000000024,5,0,49.17,3,3,23,0.743897237770763,0.2222222222222222,4,8.216862562886462,6.069283681457728
1061,Non-Steroid,COC1=CC=C(C(N2C=NN=C2)CC(C3=CC=CC=C3)O4)C4=C1,8.346757287690961,Inactive,307.38,3,4,0,4,2.472,49.17,0.200735625,-1010.81805,6.6805,-0.22519,-0.01374,0.21145,Synthesis and evaluation of 4-triazolylflavans as new aromatase inhibitors,Bioorg Med Chem Lett. 2004;14(20):5215-9,[0 0 0 ... 0 0 0],"[307.35300000000007, 307.132076784, 3.3999000000000024, 5, 0, 49.17, 3, 3, 23, 0.743897237770763, 0.2222222222222222, 4]",307.35300000000007,307.132076784,3.3999000000000024,5,0,49.17,3,3,23,0.743897237770763,0.2222222222222222,4,8.284546773684076,5.193417371884376
1062,Non-Steroid,OC1=CC=C(C(N2C=NC=N2)CC(C3=CC=CC=C3)O4)C4=C1,8.196097104799357,Active,293.35,2,4,1,4,2.617,60.17,0.20905873,-971.5265989,3.5832,-0.22611,-0.01331,0.2128,Synthesis and evaluation of 4-triazolylflavans as new aromatase inhibitors,Bioorg Med Chem Lett. 2004;14(20):5215-10,[0 0 0 ... 0 0 0],"[293.3260000000001, 293.11642672, 3.0969000000000015, 5, 1, 60.17, 3, 2, 22, 0.7884365062731474, 0.17647058823529413, 4]",293.3260000000001,293.11642672,3.0969000000000015,5,1,60.17,3,2,22,0.7884365062731474,0.17647058823529413,4,8.195647033341992,6.373132777740455
1063,Non-Steroid,COC1=CC=C(C(N2C=NC=C2)CC(C3=CC=CC=C3)O4)C4=C1,8.152368208780741,Active,306.39,3,4,0,3,2.996,36.28,0.188726244,-994.7934514,4.4578,-0.21792,-0.00869,0.20923,Synthesis and evaluation of 4-triazolylflavans as new aromatase inhibitors,Bioorg Med Chem Lett. 2004;14(20):5215-11,[0 0 0 ... 0 0 0],"[306.36500000000007, 306.136827816, 4.004900000000003, 4, 0, 36.28, 3, 3, 23, 0.7334481782007923, 0.21052631578947367, 4]",306.36500000000007,306.136827816,4.004900000000003,4,0,36.28,3,3,23,0.7334481782007923,0.21052631578947367,4,8.195760648635266,6.371465727675417
1064,Non-Steroid,OC1=CC=C(C(N2C=NC=C2)CC(C3=CC=CC=C3)O4)C4=C1,8.131519193744829,Active,292.36,2,4,1,3,2.745,47.28,0.198564658,-955.4867737,4.2736,-0.22013,-0.01014,0.20999,Synthesis and evaluation of 4-triazolylflavans as new aromatase inhibitors,Bioorg Med Chem Lett. 2004;14(20):5215-12,[0 0 0 ... 0 0 0],"[292.3380000000001, 292.121177752, 3.701900000000002, 4, 1, 47.28, 3, 2, 22, 0.783086957690208, 0.16666666666666666, 4]",292.3380000000001,292.121177752,3.701900000000002,4,1,47.28,3,2,22,0.783086957690208,0.16666666666666666,4,8.163308275218728,6.865809113279304
1065,Steroid,C=C1CCC2C3CCC4=CC(CC[C@]4(C5=NC5)C3CC[C@@]21C)=O,8.27904420247403,Inactive,309.49,1,5,0,2,3.755,29.43,0.20923504,-946.3820926,2.3698,-0.23946,-0.05963,0.17983,"Synthesis of 10 beta-(1'-azirinyl)estr-4-en-3,17-dione as an aromatase inhibitor",Steroids. 1996;61(3):138-43,[0 0 0 ... 0 0 0],"[309.45300000000003, 309.20926448399996, 4.509200000000004, 2, 0, 29.43, 0, 1, 23, 0.6553073391012987, 0.7142857142857143, 5]",309.45300000000003,309.20926448399996,4.509200000000004,2,0,29.43,0,1,23,0.6553073391012987,0.7142857142857143,5,8.253279906498845,5.581103718985383
1066,Steroid,O=C1CCC2C(CCC3C2CCC4(C)C3CCC4=C)=C1F,8.199368224774929,Active,288.44,0,4,0,2,4.195,17.07,0.197028717,-914.1259872,4.9901,-0.24218,-0.04896,0.19322,"Synthesis and evaluation of analogues of 4-androstene-3,17-dione as aromatase inhibitors",Steroids. 1987;49(4-5):371-82,[0 0 0 ... 0 0 0],"[288.40599999999995, 288.18894364000005, 4.981600000000006, 1, 0, 17.07, 0, 0, 21, 0.5743800925752773, 0.7368421052631579, 4]",288.40599999999995,288.18894364000005,4.981600000000006,1,0,17.07,0,0,21,0.5743800925752773,0.7368421052631579,4,8.209536361604192,6.172536097421484
1067,Steroid,O=C1CCC2(C)C(CCC3C2CCC4(C)C3CCC4=C)=C1F,8.195400560806002,Active,302.47,0,4,0,2,4.401,17.07,0.199522898,-953.4338497,4.9732,-0.24164,-0.04919,0.19245,"Synthesis and evaluation of analogues of 4-androstene-3,17-dione as aromatase inhibitors",Steroids. 1987;49(4-5):371-82,[0 0 0 ... 0 0 0],"[302.43300000000005, 302.20459370400005, 5.371700000000006, 1, 0, 17.07, 0, 0, 22, 0.5496047672546004, 0.75, 4]",302.43300000000005,302.20459370400005,5.371700000000006,1,0,17.07,0,0,22,0.5496047672546004,0.75,4,8.183380387224691,6.555708173638311
1073,Non-Steroid,O=C(C1=CC=CC=C1C/2)C2=C\C3=CC(OCCCN4C=CN=C4)=CC(OC)=C3,8.203450829472398,Active,374.47,7,4,0,4,3.578,53.35,0.20659654,-1224.845751,2.3163,-0.22177,-0.07614,0.14563,Synthesis of some imidazolyl-substituted 2-benzylidene indanone derivatives as potent aromatase inhibitors for breast cancer therapy,Med Chem Res. 2011;20(6):661-669,[0 0 0 ... 0 0 0],"[374.44000000000005, 374.163042564, 4.183200000000003, 5, 0, 53.35000000000001, 3, 7, 28, 0.45976822928129435, 0.21739130434782608, 4]",374.44000000000005,374.163042564,4.183200000000003,5,0,53.35000000000001,3,7,28,0.45976822928129435,0.21739130434782608,4,8.222022292879629,5.997602890186192
1074,Non-Steroid,O=C(C1=CC=CC=C1C/2)C2=C\C3=CC(OC)=CC(OCCCN4C=NC=C4)=C3,8.231147748790823,Inactive,374.47,7,4,0,4,3.578,53.35,0.20668086,-1224.845844,5.1039,-0.22251,-0.07655,0.14596,Synthesis of some imidazolyl-substituted 2-benzylidene indanone derivatives as potent aromatase inhibitors for breast cancer therapy,Med Chem Res. 2011;20(6):661-670,[0 0 0 ... 0 0 0],"[374.4400000000001, 374.163042564, 4.183200000000003, 5, 0, 53.35, 3, 7, 28, 0.45976822928129435, 0.21739130434782608, 4]",374.4400000000001,374.163042564,4.183200000000003,5,0,53.35,3,7,28,0.45976822928129435,0.21739130434782608,4,8.222022292879629,5.997602890186192
1076,Non-Steroid,O=C(C1=CC=CC=C1C/2)C2=C\C3=CC=CC(OCCCN4C=NC=C4)=C3,8.210778860453235,Active,344.44,6,4,0,3,3.594,44.12,0.191712,-1110.322723,5.2462,-0.22433,-0.0788,0.14553,Synthesis of some imidazolyl-substituted 2-benzylidene indanone derivatives as potent aromatase inhibitors for breast cancer therapy,Med Chem Res. 2011;20(6):661-671,[0 0 0 ... 0 0 0],"[344.41400000000004, 344.15247788000005, 4.174600000000003, 4, 0, 44.120000000000005, 3, 6, 26, 0.4977538504492994, 0.18181818181818182, 4]",344.41400000000004,344.15247788000005,4.174600000000003,4,0,44.120000000000005,3,6,26,0.4977538504492994,0.18181818181818182,4,8.216311020388014,6.076996407552462
1079,Non-Steroid,O=C(C1=CC=CC=C1CC/2)C2=C\C3=CN=CC=C3,8.297895981578064,Inactive,235.3,1,3,0,2,3.112,29.96,0.177944742,-747.5026514,4.7927,-0.23789,-0.07635,0.16154,Tetrahydronaphthalenes: influence of heterocyclic substituents on inhibition of steroid enzymes P450 arom and P450 17,J Med Chem. 1996;39(4):834-41,[0 0 0 ... 0 0 0],"[235.286, 235.099714036, 3.294100000000002, 2, 0, 29.96, 2, 1, 18, 0.7097881601750337, 0.125, 3]",235.286,235.099714036,3.294100000000002,2,0,29.96,2,1,18,0.7097881601750337,0.125,3,8.287154318765312,5.162329025627372
1080,Non-Steroid,O=C(C1=CC=CC=C1CC/2)C2=C\C3=CC=NC=C3,8.272683091399138,Inactive,235.3,1,3,0,2,3.112,29.96,0.182234387,-747.5029348,3.5439,-0.24771,-0.07967,0.16804,Tetrahydronaphthalenes: influence of heterocyclic substituents on inhibition of steroid enzymes P450 arom and P450 18,J Med Chem. 1996;39(4):834-42,[0 0 0 ... 0 0 0],"[235.286, 235.099714036, 3.294100000000002, 2, 0, 29.96, 2, 1, 18, 0.7097881601750337, 0.125, 3]",235.286,235.099714036,3.294100000000002,2,0,29.96,2,1,18,0.7097881601750337,0.125,3,8.282240034386147,5.221075406100313
1081,Non-Steroid,O=C(C1=CC=CC=C1CC/2)C2=C\C3=NC=CN=C3,8.354556468133227,Inactive,236.29,1,3,0,3,2.39,42.85,0.188851233,-763.5355689,3.1528,-0.24612,-0.08167,0.16445,Tetrahydronaphthalenes: influence of heterocyclic substituents on inhibition of steroid enzymes P450 arom and P450 19,J Med Chem. 1996;39(4):834-43,[0 0 0 ... 0 0 0],"[236.274, 236.094963004, 2.6891000000000007, 3, 0, 42.85, 2, 1, 18, 0.7148225357307709, 0.13333333333333333, 3]",236.274,236.094963004,2.6891000000000007,3,0,42.85,2,1,18,0.7148225357307709,0.13333333333333333,3,8.292678162464865,5.09708454820636
1083,Non-Steroid,O=C(C1=CC=CC=C1CC/2)C2=C\C3=CC=NN=C3,8.399336034003701,Inactive,236.29,1,3,0,3,2.645,42.85,0.180967767,-763.5062026,3.8751,-0.23535,-0.08866,0.14669,Tetrahydronaphthalenes: influence of heterocyclic substituents on inhibition of steroid enzymes P450 arom and P450 20,J Med Chem. 1996;39(4):834-44,[0 0 0 ... 0 0 0],"[236.274, 236.094963004, 2.6891000000000007, 3, 0, 42.85, 2, 1, 18, 0.7148225357307709, 0.13333333333333333, 3]",236.274,236.094963004,2.6891000000000007,3,0,42.85,2,1,18,0.7148225357307709,0.13333333333333333,3,8.343425202650522,4.534973956682644
1086,Non-Steroid,O=C(C1=CC=CC=C1CC/2)C2=C\C3=CN=CS3,8.224855234569844,Inactive,241.33,1,3,0,2,3.01,58.2,0.18923425,-1068.26959,2.4354,-0.23194,-0.08296,0.14898,Tetrahydronaphthalenes: influence of heterocyclic substituents on inhibition of steroid enzymes P450 arom and P450 21,J Med Chem. 1996;39(4):834-45,[0 0 0 ... 0 0 0],"[241.315, 241.056134972, 3.3556000000000017, 3, 0, 29.96, 2, 1, 17, 0.7165273485109248, 0.14285714285714285, 3]",241.315,241.056134972,3.3556000000000017,3,0,29.96,2,1,17,0.7165273485109248,0.14285714285714285,3,8.265847711529153,5.42190980222322
1087,Non-Steroid,O=C(C1=CC=CC=C1CC/2)C2=C\C3=NNC=C3,8.323788725452971,Inactive,224.28,1,3,1,2,3.136,45.75,0.208097414,-725.4221993,5.1867,-0.22399,-0.06489,0.1591,Tetrahydronaphthalenes: influence of heterocyclic substituents on inhibition of steroid enzymes P450 arom and P450 22,J Med Chem. 1996;39(4):834-46,[0 0 0 ... 0 1 0],"[224.263, 224.094963004, 2.6222000000000003, 2, 1, 45.75, 2, 1, 17, 0.7566832489821942, 0.14285714285714285, 3]",224.263,224.094963004,2.6222000000000003,2,1,45.75,2,1,17,0.7566832489821942,0.14285714285714285,3,8.295850247901402,5.059991089946492
1088,Non-Steroid,O=C(C1=CC=CC=C1CC/2)C2=C\C3=CNC=N3,8.181442462950777,Active,224.28,1,3,1,2,2.579,45.75,0.214178172,-725.443638,4.9494,-0.21051,-0.05884,0.15167,Tetrahydronaphthalenes: influence of heterocyclic substituents on inhibition of steroid enzymes P450 arom and P450 23,J Med Chem. 1996;39(4):834-47,[0 0 0 ... 0 0 0],"[224.263, 224.094963004, 2.6222000000000003, 2, 1, 45.75, 2, 1, 17, 0.7566832489821942, 0.14285714285714285, 3]",224.263,224.094963004,2.6222000000000003,2,1,45.75,2,1,17,0.7566832489821942,0.14285714285714285,3,8.211971789646862,6.138018744378038
1089,Non-Steroid,O=C(C1=CC=CC=C1CC/2)C2=C/C3=CNC=N3,8.169440130484347,Active,224.28,1,3,1,2,2.579,45.75,0.214178172,-725.443638,4.9494,-0.21051,-0.05884,0.15167,Tetrahydronaphthalenes: influence of heterocyclic substituents on inhibition of steroid enzymes P450 arom and P450 24,J Med Chem. 1996;39(4):834-48,[0 0 0 ... 0 0 0],"[224.263, 224.094963004, 2.6222000000000003, 2, 1, 45.75, 2, 1, 17, 0.7566832489821942, 0.14285714285714285, 3]",224.263,224.094963004,2.6222000000000003,2,1,45.75,2,1,17,0.7566832489821942,0.14285714285714285,3,8.211971789646862,6.138018744378038
1093,Non-Steroid,O=C1C(C(O)C2=NC=NC=C2)CCC3=CC=CC=C31,8.340213419967302,Inactive,254.31,2,3,1,4,1.985,63.08,0.215838364,-839.9734205,4.3576,-0.24114,-0.05509,0.18605,Tetrahydronaphthalenes: influence of heterocyclic substituents on inhibition of steroid enzymes P450 arom and P450 25,J Med Chem. 1996;39(4):834-49,[0 1 0 ... 0 0 0],"[254.28900000000002, 254.105527688, 1.9553, 4, 1, 63.08, 2, 2, 19, 0.8893888341029894, 0.26666666666666666, 3]",254.28900000000002,254.105527688,1.9553,4,1,63.08,2,2,19,0.8893888341029894,0.26666666666666666,3,8.296973781530355,5.046917650156
1096,Non-Steroid,C12=CC=CC=C1C3C(C3C4=CN=CC=C4)CC2,8.311041502206791,Inactive,221.32,1,4,0,1,3.152,12.89,0.161064625,-673.4680585,2.3306,-0.22366,-0.01826,0.2054,Tetrahydronaphthalenes: influence of heterocyclic substituents on inhibition of steroid enzymes P450 arom and P450 26,J Med Chem. 1996;39(4):834-50,[0 0 0 ... 0 0 0],"[221.30299999999997, 221.12044948, 3.525000000000002, 1, 0, 12.89, 2, 1, 17, 0.7175928060293889, 0.3125, 4]",221.30299999999997,221.12044948,3.525000000000002,1,0,12.89,2,1,17,0.7175928060293889,0.3125,4,8.276369137057316,5.292134373997787
1097,Non-Steroid,C12=CC=CC=C1C3C(C3C4=CC=NC=C4)CC2,8.191667585060895,Active,221.32,1,4,0,1,3.152,12.89,0.165368844,-673.4697572,3.0614,-0.22896,-0.02388,0.20508,Tetrahydronaphthalenes: influence of heterocyclic substituents on inhibition of steroid enzymes P450 arom and P450 27,J Med Chem. 1996;39(4):834-51,[0 0 0 ... 0 0 0],"[221.30299999999997, 221.12044948, 3.525000000000002, 1, 0, 12.89, 2, 1, 17, 0.7175928060293889, 0.3125, 4]",221.30299999999997,221.12044948,3.525000000000002,1,0,12.89,2,1,17,0.7175928060293889,0.3125,4,8.24016772616419,5.752177431754867
1099,Non-Steroid,C12=CC=CC=C1C3C(C3C4=NNC=C4)CC2,8.367296796294871,Inactive,210.3,1,4,1,1,2.965,28.68,0.188054433,-651.3836312,2.2982,-0.21333,0.0032,0.21653,Tetrahydronaphthalenes: influence of heterocyclic substituents on inhibition of steroid enzymes P450 arom and P450 28,J Med Chem. 1996;39(4):834-52,[0 0 0 ... 0 0 0],"[210.27999999999997, 210.115698448, 2.8531000000000013, 1, 1, 28.68, 2, 1, 16, 0.769961232169761, 0.35714285714285715, 4]",210.27999999999997,210.115698448,2.8531000000000013,1,1,28.68,2,1,16,0.769961232169761,0.35714285714285715,4,8.30530236239903,4.951053709228922
1100,Non-Steroid,C12=CC=CC=C1C3C(C3C4=CNC=N4)CC2,8.206080550578456,Active,210.3,1,4,1,1,2.408,28.68,0.191865933,-651.4025712,3.6224,-0.20115,0.00754,0.20869,Tetrahydronaphthalenes: influence of heterocyclic substituents on inhibition of steroid enzymes P450 arom and P450 29,J Med Chem. 1996;39(4):834-53,[0 0 0 ... 0 0 0],"[210.27999999999997, 210.115698448, 2.8531000000000004, 1, 1, 28.68, 2, 1, 16, 0.7699612321697609, 0.35714285714285715, 4]",210.27999999999997,210.115698448,2.8531000000000004,1,1,28.68,2,1,16,0.7699612321697609,0.35714285714285715,4,8.243578547063173,5.707178460672595
1101,Steroid,C[C@@]12C(CCC2=O)C3C(C=C4CCCC[C@]4(CO)C3CC1)=O,8.371427172403497,Inactive,302.45,1,4,1,3,2.414,54.37,0.215961708,-965.3411226,4.8998,-0.22851,-0.05255,0.17596,Three-dimensional quantitative structure-activity relationships of steroid aromatase inhibitors,J Comput Aided Mol Des. 1996;10(3):186-200,[0 0 0 ... 0 0 0],"[302.41400000000004, 302.18819469199997, 3.059800000000002, 3, 1, 54.37, 0, 1, 22, 0.8096758652820699, 0.7894736842105263, 4]",302.41400000000004,302.18819469199997,3.059800000000002,3,1,54.37,0,1,22,0.8096758652820699,0.7894736842105263,4,8.36010723755672,4.364080594859905
1102,Steroid,C[C@]12C(C3C(C=C4CCCC[C@@]4(C3CC2)CO)=O)CC[C@@H]1O,8.41409955849521,Inactive,304.47,1,4,2,3,2.453,57.53,0.2133168,-966.5236839,5.8687,-0.23661,-0.04967,0.18694,Three-dimensional quantitative structure-activity relationships of steroid aromatase inhibitors,J Comput Aided Mol Des. 1996;10(3):186-201,[0 0 0 ... 0 0 0],"[304.43, 304.20384475599997, 2.8516000000000017, 3, 2, 57.53, 0, 1, 22, 0.7829628292426379, 0.8421052631578947, 4]",304.43,304.20384475599997,2.8516000000000017,3,2,57.53,0,1,22,0.7829628292426379,0.8421052631578947,4,8.41506604666181,3.845332985208046
